Date,MSFT.Adjusted,GOOG.Adjusted,AAPL.Adjusted,BAC.Adjusted,GS.Adjusted
1/3/2006,23.05,435.23,73.18,39,119.36
1/4/2006,23.16,445.24,73.39,38.59,117.72
1/5/2006,23.18,451.24,72.82,38.64,117.67
1/6/2006,23.11,465.66,74.7,38.58,119.34
1/9/2006,23.07,466.9,74.45,38.6,120.77
1/10/2006,23.19,469.76,79.16,38.28,122.29
1/11/2006,23.43,471.63,82.14,38.19,122.24
1/12/2006,23.31,463.63,82.52,37.94,122.5
1/13/2006,23.35,466.25,83.79,37.94,123.43
1/17/2006,23.18,467.11,82.93,37.54,122.81
1/18/2006,23.04,444.91,80.76,37.49,122.61
1/19/2006,23.2,436.45,77.38,37.39,123.95
1/20/2006,22.68,399.46,74.49,36.61,121.97
1/23/2006,22.63,427.5,76.04,36.42,123.3
1/24/2006,22.57,443.03,74.44,36.65,123.42
1/25/2006,22.67,433,72.64,36.97,123.94
1/26/2006,22.76,434.27,70.81,37.2,127.5
1/27/2006,23.86,433.49,70.52,37.11,128.93
1/30/2006,24.04,426.82,73.42,36.85,129.8
1/31/2006,24.17,432.66,73.92,36.64,131.08
2/1/2006,24.08,401.78,73.83,36.41,131.5
2/2/2006,23.77,396.04,70.58,35.99,132.25
2/3/2006,23.65,381.55,70.34,35.7,132.46
2/6/2006,23.33,385.1,65.88,35.93,132.53
2/7/2006,23.13,367.92,66.18,36.03,129.43
2/8/2006,23.11,369.08,67.36,36.18,130.97
2/9/2006,22.89,358.77,63.58,36.31,130.71
2/10/2006,22.92,362.61,65.89,36.38,130.67
2/13/2006,22.66,345.7,63.35,36.2,129.59
2/14/2006,22.89,343.32,66.22,36.58,131.57
2/15/2006,23.16,342.38,67.76,36.75,134.69
2/16/2006,23.1,366.46,69.09,37.02,135.39
2/17/2006,23.01,368.75,68.81,37,135.06
2/21/2006,22.87,366.59,67.63,36.91,133.12
2/22/2006,23.02,365.49,69.82,37.34,135.05
2/23/2006,22.97,378.07,70.24,37.59,133.59
2/24/2006,22.95,377.4,69.96,37.88,133.78
2/27/2006,23.31,390.38,69.5,38.09,133.46
2/28/2006,23.15,362.62,67.05,37.98,131.11
3/1/2006,23.39,364.8,67.65,38.19,132.84
3/2/2006,23.24,376.45,68.15,37.82,133.63
3/3/2006,23.2,378.18,66.3,37.85,135.48
3/6/2006,23.19,368.1,64.1,37.87,134.57
3/7/2006,23.32,364.45,64.92,38.21,133.89
3/8/2006,23.48,353.88,64.28,38.28,132.23
3/9/2006,23.26,343,62.59,38.15,131.49
3/10/2006,23.41,337.5,61.86,38.49,131.34
3/13/2006,23.36,337.06,64.3,38.48,130.58
3/14/2006,23.46,351.16,65.9,38.74,138.66
3/15/2006,23.57,344.5,64.84,38.86,138.27
3/16/2006,23.5,338.77,62.96,39.16,137.05
3/17/2006,23.7,339.79,63.3,39.28,139.53
3/20/2006,24.03,348.19,62.64,39.28,141.22
3/21/2006,23.9,339.92,60.51,39,138.64
3/22/2006,23.39,340.22,60.37,39.36,140.89
3/23/2006,23.14,341.89,58.9,39.11,140.75
3/24/2006,23.27,365.8,58.7,39.28,141.21
3/27/2006,23.27,369.69,58.26,39.21,143.84
3/28/2006,23.18,377.2,57.48,38.58,143.06
3/29/2006,23.28,394.98,61.02,38.5,145.6
3/30/2006,23.46,388.44,61.43,38.2,145.52
3/31/2006,23.45,390,61.4,38.14,145.65
4/3/2006,23.75,389.7,61.33,38.26,146.73
4/4/2006,23.82,404.34,59.88,38.77,149.4
4/5/2006,23.9,407.99,65.8,38.99,149.17
4/6/2006,23.75,411.18,69.74,38.69,150.37
4/7/2006,23.48,406.16,68.32,38.31,149.42
4/10/2006,23.51,416.38,67.23,38.26,150.76
4/11/2006,23.38,409.66,66.56,38.16,147.69
4/12/2006,23.44,408.95,65.31,38.29,148.03
4/13/2006,23.32,402.16,65.07,38.3,147.95
4/17/2006,23.13,406.82,63.45,38.09,150.28
4/18/2006,23.45,404.24,64.83,38.49,153.63
4/19/2006,23.29,410.5,64.27,38.57,155.02
4/20/2006,23.29,415,66.21,38.76,156.41
4/21/2006,23.39,437.1,65.63,39.26,154.26
4/24/2006,23.36,440.5,64.37,39.42,153.76
4/25/2006,23.36,427.16,64.78,39.44,151.39
4/26/2006,23.35,425.97,66.72,39.96,151.95
4/27/2006,23.48,420.03,67.9,41.07,152.48
4/28/2006,20.81,417.94,68.91,41.81,149.05
5/1/2006,20.93,398.9,68.14,41.19,145.48
5/2/2006,20.69,394.8,70.11,41.43,147.7
5/3/2006,19.96,394.17,69.64,41.29,147.99
5/4/2006,20.2,394.75,69.63,41.83,146.96
5/5/2006,20.51,394.3,70.38,42.27,152.87
5/8/2006,20.45,394.78,70.38,41.97,152.07
5/9/2006,20.35,408.8,69.54,42.04,154.13
5/10/2006,20.48,402.98,69.12,42.02,152.59
5/11/2006,20.01,387,66.72,41.62,148.12
5/12/2006,19.96,374.13,66.28,41.21,145.17
5/15/2006,20.02,376.2,66.36,41.5,142.41
5/16/2006,19.9,371.3,63.61,41.58,142
5/17/2006,19.66,374.5,63.89,40.67,137.82
5/18/2006,19.75,370.99,61.85,40.3,136.72
5/19/2006,19.51,370.02,63.15,40.43,138.94
5/22/2006,19.79,370.95,62.05,40.42,135.91
5/23/2006,19.71,375.58,61.82,40.39,133.63
5/24/2006,20.33,381.25,62.01,40.6,133.83
5/25/2006,20.54,382.99,62.98,40.96,136.99
5/26/2006,20.52,381.35,62.21,41.36,142.22
5/30/2006,20.02,371.94,59.93,40.79,139.33
5/31/2006,19.59,371.82,58.51,40.96,140.37
6/1/2006,19.74,382.62,60.86,41.21,142.79
6/2/2006,19.69,379.44,60.36,41.69,143.29
6/5/2006,19.46,374.44,58.74,41.25,139.86
6/6/2006,19.14,389.99,58.46,41.07,138.78
6/7/2006,19.06,386.51,57.33,41.34,139.44
6/8/2006,19.13,393.3,59.48,41.49,139.26
6/9/2006,18.96,386.57,57.99,41.29,139.38
6/12/2006,18.78,381.54,55.8,40.97,134.84
6/13/2006,18.61,386.52,57.1,39.83,129.49
6/14/2006,18.93,384.39,56.4,39.47,128.79
6/15/2006,19.09,391,58.13,40.54,134.02
6/16/2006,19.12,390.7,56.35,40.13,133.91
6/19/2006,19.51,388.14,56,39.89,133.67
6/20/2006,19.51,387.17,56.26,39.84,135.08
6/21/2006,19.96,402.13,56.64,40.04,139.33
6/22/2006,19.79,399.95,58.33,40.23,137.91
6/23/2006,19.46,404.86,57.59,40.12,137.55
6/26/2006,19.74,404.22,57.75,40.16,139.39
6/27/2006,19.77,402.32,56.22,40.03,136.84
6/28/2006,20.03,406.11,54.84,40.32,136.22
6/29/2006,20.3,417.81,57.73,41.13,141.53
6/30/2006,20.15,419.33,56.07,40.7,139.89
7/3/2006,20.5,423.2,56.73,41.3,141.76
7/5/2006,20.2,421.46,55.8,41.36,140.37
7/6/2006,20.31,423.19,54.6,41.52,140.03
7/7/2006,20.15,420.45,54.24,41.3,138.1
7/10/2006,20.33,418.2,53.84,41.58,138.42
7/11/2006,19.98,424.56,54.48,41.59,138.25
7/12/2006,19.58,417.25,51.85,41.1,135.09
7/13/2006,19.26,408.83,51.15,40.6,132.56
7/14/2006,19.28,403.5,49.6,40.88,130.28
7/17/2006,19.45,407.89,51.27,40.81,131
7/18/2006,19.67,403.05,51.79,40.99,132.36
7/19/2006,20.24,399,52.96,42.27,136.67
7/20/2006,19.77,387.12,59.23,42.02,135
7/21/2006,20.65,390.11,59.44,42.43,132.4
7/24/2006,20.76,390.9,60.13,42.79,136.93
7/25/2006,20.95,389.36,60.63,43,138.42
7/26/2006,21.08,385.5,62.53,43.15,137.38
7/27/2006,20.65,382.4,62.07,43.17,138.2
7/28/2006,20.98,388.12,64.21,43.72,141.43
7/31/2006,20.81,386.6,66.53,43.61,142.39
8/1/2006,20.75,375.51,65.77,43.61,141
8/2/2006,21.02,367.23,66.73,43.97,139.73
8/3/2006,20.94,375.39,68.13,43.98,141.78
8/4/2006,21.01,373.85,66.86,44.27,142.61
8/7/2006,20.95,377.95,65.8,44.14,142.29
8/8/2006,21.05,381,63.42,44.05,141.17
8/9/2006,21.14,376.94,62.25,43.61,139.83
8/10/2006,21.16,374.2,62.72,43.6,141.34
8/11/2006,21.13,368.5,62.31,43.5,140.86
8/14/2006,21.22,369.43,62.6,43.27,140.17
8/15/2006,21.37,380.97,65.05,44.13,142.29
8/16/2006,21.44,387.72,66.55,44.26,144.47
8/17/2006,21.44,385.8,66.17,44.12,143.97
8/18/2006,22.39,383.36,66.48,44.42,144.19
8/21/2006,22.68,377.3,65.16,44.39,143.39
8/22/2006,22.24,378.29,66.2,44.43,143.69
8/23/2006,22.29,373.43,65.89,44.42,142.34
8/24/2006,22.35,373.73,66.38,44.44,141.13
8/25/2006,22.44,373.26,67.3,44.11,139.89
8/28/2006,22.53,380.95,65.57,44.16,139.38
8/29/2006,22.43,378.95,65.08,44.25,137.11
8/30/2006,22.4,380.75,65.55,44.22,137.08
8/31/2006,22.31,378.53,66.42,44.03,138.56
9/1/2006,22.43,378.6,66.94,44.19,139.02
9/5/2006,22.23,384.36,69.98,44.27,141.02
9/6/2006,22.23,380.14,68.56,44.18,140.45
9/7/2006,22.08,378.49,71.27,44.06,138.49
9/8/2006,22.23,377.85,71,44.19,139.64
9/11/2006,22.49,384.09,70.98,43.78,140.76
9/12/2006,22.51,391.9,71.1,44.22,147.55
9/13/2006,22.56,406.57,72.64,44.39,149.95
9/14/2006,22.86,403.98,72.61,44.42,151.49
9/15/2006,23.31,409.88,72.54,44.01,151.67
9/18/2006,23.26,414.69,72.34,44.29,152.15
9/19/2006,23.32,403.81,72.22,44.51,152.3
9/20/2006,23.6,397,73.68,44.9,155.3
9/21/2006,23.35,406.85,73.08,44.69,155.81
9/22/2006,23.15,403.78,71.47,44.85,156.15
9/25/2006,23.4,403.98,74.16,45.31,157.24
9/26/2006,23.61,406.87,75.98,45.75,157.24
9/27/2006,23.82,402.92,74.8,45.54,157.53
9/28/2006,23.79,403.58,75.39,45.78,158.47
9/29/2006,23.75,401.9,75.36,45.82,157.69
10/2/2006,23.75,401.44,73.29,45.87,159.11
10/3/2006,23.76,404.04,72.52,46.54,162.38
10/4/2006,24.26,415.7,73.8,46.89,164.58
10/5/2006,24.24,411.81,73.26,46.64,163.59
10/6/2006,24.2,420.5,72.66,46.4,163.73
10/9/2006,24.07,429,73.06,46.63,165.41
10/10/2006,24.04,426.65,72.26,46.73,166.72
10/11/2006,23.91,426.5,71.69,46.23,166.83
10/12/2006,24.5,427.44,73.68,46.41,169.19
10/13/2006,24.63,427.3,73.44,46.52,171.38
10/16/2006,24.7,421.75,73.81,45.94,172.65
10/17/2006,24.69,420.64,72.73,45.92,170.65
10/18/2006,24.76,419.31,72.96,46.03,170.56
10/19/2006,24.56,426.06,77.33,45.56,168.16
10/20/2006,24.68,459.67,78.27,45.87,168.48
10/23/2006,24.7,480.78,79.75,45.9,172.5
10/24/2006,24.55,473.31,79.35,45.7,175.43
10/25/2006,24.58,486.6,79.96,46.19,176.15
10/26/2006,24.61,485.1,80.46,46.35,180.61
10/27/2006,24.6,475.2,78.72,45.93,176.21
10/30/2006,24.77,476.57,78.73,46.12,177.21
10/31/2006,24.93,476.39,79.38,46.08,177.25
11/1/2006,25.01,467.5,77.5,45.83,172.78
11/2/2006,24.98,469.91,77.32,45.81,175.01
11/3/2006,24.94,471.8,76.64,45.7,174.77
11/6/2006,25.04,476.95,78.03,46.37,177.45
11/7/2006,25.13,472.57,78.82,46.55,176.22
11/8/2006,25.16,475,80.72,46.71,176.3
11/9/2006,25.4,472.63,81.59,46.63,172.57
11/10/2006,25.39,473.55,81.37,46.85,174.7
11/13/2006,25.48,481.03,82.58,46.58,175.33
11/14/2006,25.46,489.3,83.21,46.9,177.78
11/15/2006,25.37,491.93,82.28,46.6,180.35
11/16/2006,25.67,495.9,83.81,46.96,183.72
11/17/2006,25.61,498.79,84.04,46.92,182.16
11/20/2006,26.04,495.05,84.65,46.96,184.41
11/21/2006,26.07,509.65,86.74,46.81,186.56
11/22/2006,26.07,508.01,88.41,46.73,188.93
11/24/2006,25.93,505,89.7,46.67,188.28
11/27/2006,25.68,484.75,87.66,46.12,180.35
11/28/2006,25.6,489.5,89.88,46.42,184.1
11/29/2006,25.76,484.65,89.87,46.69,183.26
11/30/2006,25.58,484.81,89.73,46.54,181.93
12/1/2006,25.37,480.8,89.4,46.24,181.65
12/4/2006,25.55,484.85,89.2,45.51,186.83
12/5/2006,25.38,487,89.35,45.63,188.29
12/6/2006,25.25,488.71,87.94,45.54,191.46
12/7/2006,25.13,482.64,85.21,45.37,186.97
12/8/2006,25.61,484.11,86.4,44.65,191.55
12/11/2006,25.73,483.93,86.88,45.42,189.14
12/12/2006,25.64,481.78,84.33,45.64,186.79
12/13/2006,25.74,478.99,87.18,45.89,185.21
12/14/2006,26.2,482.12,86.69,45.96,186.91
12/15/2006,26.3,480.3,85.88,46.09,186.64
12/18/2006,26.04,462.8,83.67,46.35,189.81
12/19/2006,26.13,468.63,84.5,46.31,187.95
12/20/2006,26.21,462.9,82.98,46.38,188.07
12/21/2006,26.12,456.2,81.16,46.25,185.01
12/22/2006,25.82,455.58,80.47,46.11,185
12/26/2006,26.13,457.53,79.8,46.41,186.66
12/27/2006,26.15,468.03,79.81,46.47,188.61
12/28/2006,26.12,462.56,79.17,46.37,187.53
12/29/2006,26.01,460.48,83.06,46.15,186.18
1/3/2007,26.01,467.59,82.04,46.09,187.46
1/4/2007,25.97,483.26,83.86,46.39,185.71
1/5/2007,25.82,487.19,83.26,46.02,185.9
1/8/2007,26.07,483.58,83.67,46.2,190.27
1/9/2007,26.1,485.5,90.62,46.24,190.6
1/10/2007,25.84,489.46,94.96,46.31,194.36
1/11/2007,26.74,499.72,93.79,46.03,197.88
1/12/2007,27.19,505,92.63,46.14,199.85
1/16/2007,27.15,504.28,95.06,46.19,199.48
1/17/2007,27.09,497.28,92.95,46.09,199.14
1/18/2007,27.01,487.83,87.2,46.06,195.83
1/19/2007,27.1,489.75,86.64,46.32,196.73
1/22/2007,26.76,480.84,84.97,46.37,199.23
1/23/2007,26.78,479.05,83.9,46.09,198.92
1/24/2007,27.08,499.07,84.88,45.98,205.9
1/25/2007,26.53,488.09,84.44,45.29,199.33
1/26/2007,26.66,495.84,83.58,44.98,199.73
1/29/2007,26.6,492.47,84.13,44.48,197.43
1/30/2007,26.55,494.32,83.75,45.05,195.31
1/31/2007,26.88,501.5,83.93,45.45,198.48
2/1/2007,26.62,481.75,82.96,45.67,198.33
2/2/2007,26.3,481.5,82.97,45.58,199.66
2/5/2007,25.8,467.16,82.18,45.7,198.84
2/6/2007,25.71,471.48,82.38,45.99,200.81
2/7/2007,25.59,470.01,84.34,46.12,199.78
2/8/2007,25.49,471.03,84.37,46.09,200.1
2/9/2007,25.25,461.89,81.52,45.8,199.52
2/12/2007,25.21,458.29,83.1,45.84,197.51
2/13/2007,25.36,459.1,82.92,46.44,198.82
2/14/2007,25.7,465.93,83.51,46.72,203.38
2/15/2007,25.75,461.47,83.42,46.54,202.84
2/16/2007,25.12,469.94,83.05,46.72,202.93
2/20/2007,25.2,472.1,84.09,46.72,206.69
2/21/2007,25.66,475.86,87.32,46.6,205.95
2/22/2007,25.69,475.85,87.63,46.41,204.85
2/23/2007,25.26,470.62,87.2,45.69,202.54
2/26/2007,25.41,464.93,86.65,45.63,200.2
2/27/2007,24.36,448.77,82.17,43.91,183.36
2/28/2007,24.63,449.45,82.83,44.42,188.74
3/1/2007,24.56,448.23,85.23,44.03,186.78
3/2/2007,24.27,438.68,83.61,43.71,183.05
3/5/2007,24.08,440.95,84.51,43.38,177.75
3/6/2007,24.33,457.55,86.34,44.52,184.64
3/7/2007,24.14,455.64,85.88,44.21,182.97
3/8/2007,23.88,454.72,86.15,44.37,187.04
3/9/2007,23.86,452.96,86.12,44.53,188.69
3/12/2007,23.99,454.75,87.98,44.65,189.53
3/13/2007,23.36,443.03,86.54,43.23,186.19
3/14/2007,23.95,448,88.11,43.5,187.24
3/15/2007,23.85,446.19,87.69,43.78,187.93
3/16/2007,23.89,440.85,87.71,43.37,186.16
3/19/2007,24.33,447.23,89.21,44.02,189.38
3/20/2007,24.34,445.28,89.56,44.36,190.84
3/21/2007,24.93,456.55,91.9,45.32,197.34
3/22/2007,24.71,462.04,91.98,45.13,196.53
3/23/2007,24.49,461.83,91.55,45.17,198.22
3/26/2007,24.67,465,93.83,45.06,198.07
3/27/2007,24.23,463.62,93.45,45.31,196.33
3/28/2007,24.16,461.88,91.28,44.37,193.42
3/29/2007,24.26,460.92,91.78,44.74,193.84
3/30/2007,24.36,458.16,90.96,44.59,193.3
4/2/2007,24.25,458.53,91.68,44.07,192.39
4/3/2007,24.36,472.6,92.51,44.45,196.22
4/4/2007,24.91,471.02,92.29,44.48,195.32
4/5/2007,24.96,471.51,92.69,44.44,194.52
4/9/2007,24.98,468.21,91.68,44.45,195.46
4/10/2007,24.83,466.5,92.27,44.63,195.57
4/11/2007,24.57,464.53,90.64,44.14,193.58
4/12/2007,24.95,467.39,90.25,43.94,193.7
4/13/2007,25.01,466.29,88.34,44.06,193.18
4/16/2007,25.12,474.27,89.51,44.77,200.68
4/17/2007,25.22,472.8,88.45,44.83,201.04
4/18/2007,25,476.01,88.5,45.29,202.77
4/19/2007,25.08,471.65,88.37,44.49,205.15
4/20/2007,25.37,482.48,89.06,44.61,206.14
4/23/2007,25.16,479.08,91.54,44.14,208.41
4/24/2007,25.17,477.53,91.28,44.24,206.81
4/25/2007,25.34,477.99,93.35,44.77,211.39
4/26/2007,25.44,481.18,96.76,44.33,210.65
4/27/2007,26.33,479.01,97.82,44.37,210.15
4/30/2007,26.17,471.38,97.7,44.48,204.84
5/1/2007,26.58,469,97.38,44.51,204.81
5/2/2007,26.76,465.78,98.28,44.58,205.66
5/3/2007,27.07,473.23,98.29,44.77,207.6
5/4/2007,26.71,471.12,98.69,44.78,213.02
5/7/2007,26.85,467.27,101.74,44.94,212.9
5/8/2007,26.88,466.81,102.85,44.92,210.78
5/9/2007,26.91,469.25,104.63,44.96,212.3
5/10/2007,26.73,461.47,105.08,44.2,209.04
5/11/2007,27,466.74,106.45,44.53,213.17
5/14/2007,27.07,461.78,107.06,44.38,211.93
5/15/2007,27.1,458,105.26,44.52,210.24
5/16/2007,27.25,472.61,105.08,44.68,212.8
5/17/2007,27.17,470.96,107.14,44.68,213.05
5/18/2007,27.04,470.32,107.71,44.82,215.83
5/21/2007,27.23,470.6,109.63,44.77,214.79
5/22/2007,26.92,475.86,111.15,45.01,216.17
5/23/2007,26.82,473.97,110.52,44.88,214.14
5/24/2007,26.46,474.33,108.36,44.62,211.46
5/25/2007,26.73,483.52,111.23,44.75,211.32
5/29/2007,27,487.11,111.95,44.74,214.05
5/30/2007,27.28,498.6,116.27,44.9,217.38
5/31/2007,26.92,497.91,118.64,44.81,216.28
6/1/2007,26.83,500.4,115.91,44.87,216.17
6/4/2007,26.94,507.07,118.78,44.93,215.24
6/5/2007,26.82,518.84,120.09,44.76,214.91
6/6/2007,26.56,518.25,121.04,44.47,213.03
6/7/2007,25.98,515.06,121.46,44,206.19
6/8/2007,26.35,515.49,121.87,44.41,210.88
6/11/2007,26.33,511.34,117.66,44.22,212.85
6/12/2007,26.18,504.77,117.85,43.88,213.49
6/13/2007,26.65,505.24,115.03,44.5,218.92
6/14/2007,26.77,502.84,116.25,44.25,211.53
6/15/2007,26.74,505.89,117.97,44.25,211.94
6/18/2007,26.76,515.2,122.46,44.1,212.67
6/19/2007,26.71,514.31,121.06,44.67,215.01
6/20/2007,26.32,509.97,118.99,44.16,211.66
6/21/2007,26.5,514.11,121.29,44.08,212.6
6/22/2007,25.86,524.98,120.41,43.25,208.39
6/25/2007,25.86,527.42,119.77,43.16,203.08
6/26/2007,25.89,530.26,117.13,43.12,200.68
6/27/2007,26.2,526.29,119.33,43.46,205.51
6/28/2007,26.16,525.01,118.03,43.38,205.16
6/29/2007,25.85,522.7,119.47,43.2,203.09
7/2/2007,26.08,530.38,118.71,43.58,205.37
7/3/2007,26.33,534.34,124.5,43.78,210.4
7/5/2007,26.3,541.63,129.96,43.62,207.38
7/6/2007,26.28,539.4,129.52,43.43,209.55
7/9/2007,26.2,542.56,127.59,43.13,209.23
7/10/2007,25.72,543.34,129.57,42.73,203.4
7/11/2007,25.86,544.47,129.61,42.86,203.07
7/12/2007,26.37,545.33,131.25,43.77,206.41
7/13/2007,26.15,552.16,134.83,43.74,208.18
7/16/2007,26.34,552.99,135.2,43.84,206.51
7/17/2007,26.99,555,135.99,44,205.58
7/18/2007,27.12,549.5,135.22,43.62,201.44
7/19/2007,27.63,548.59,137.06,43.54,198.35
7/20/2007,27.33,520.12,140.73,42.69,192.96
7/23/2007,27.35,512.51,140.68,42.55,192.12
7/24/2007,27.01,514,132.05,41.66,185.67
7/25/2007,26.93,509.76,134.37,42.35,190.36
7/26/2007,26.29,508,142.93,41.73,182.83
7/27/2007,25.78,511.89,140.83,41.89,180.84
7/30/2007,25.78,516.11,138.46,42.15,183.74
7/31/2007,25.42,510,128.99,41.9,176.79
8/1/2007,25.7,512.94,132.16,42.09,177.41
8/2/2007,25.89,511.01,133.62,42.22,175.96
8/3/2007,25.4,503,129.08,41.53,168.66
8/6/2007,25.91,510,132.41,42.55,176.27
8/7/2007,25.92,516.02,132.19,43.01,179.52
8/8/2007,26.31,525.78,131.19,43.92,181.45
8/9/2007,25.7,514.73,123.73,42.72,171.07
8/10/2007,25.18,515.75,122.37,42.93,169.43
8/13/2007,25.11,515.5,125.1,42.86,166.62
8/14/2007,24.88,508.6,121.42,42.29,159.34
8/15/2007,24.73,497.55,117.38,42.62,154.79
8/16/2007,24.48,491.52,114.59,44.05,159.43
8/17/2007,24.86,500.04,119.49,45.74,164.27
8/20/2007,24.87,497.92,119.65,45.37,162.17
8/21/2007,24.7,506.61,124.89,45.33,164.72
8/22/2007,24.84,512.75,129.72,45.64,166.98
8/23/2007,24.91,512.19,128.31,45.8,166.62
8/24/2007,25.36,515,132.46,45.83,168.71
8/27/2007,25.07,513.26,129.47,44.95,167.04
8/28/2007,24.58,506.4,124.15,43.88,160.47
